year,tic,at,revt,xlr,xpr,sic
2021,DS,482.79,281.864,0,0,7990
2017,JBLU,9781,7015,1887,182,4512
2018,JBLU,10426,7658,2044,172,4512
2019,JBLU,11918,8094,2320,196,4512
2020,JBLU,13406,2957,2032,177,4512
2021,JBLU,13642,6037,2358,213,4512
2017,BCBP,1942.837,84.81699999999999,23.706,-.016,6020
2017,BCBP,1942.837,84.81699999999999,23.706,-.016,6020
2018,BCBP,2674.731,111.057,27.59,-.035,6020
2018,BCBP,2674.731,111.057,27.59,-.035,6020
2019,BCBP,2907.468,128.946,28.456,.228,6020
2019,BCBP,2907.468,128.946,28.456,.228,6020
2020,BCBP,2821.016,121.538,25.916,.12,6020
2020,BCBP,2821.016,121.538,25.916,.12,6020
2021,BCBP,2967.528,120.897,26.41,.423,6020
2021,BCBP,2967.528,120.897,26.41,.423,6020
2017,AWRRF,255.6,35.665,0,0,6794
2018,AWRRF,289.733,40.89,0,0,6794
2019,AWRRF,322.717,44.47,0,0,6794
2020,AWRRF,352.976,40.422,0,0,6794
2021,AWRRF,377.374,47.081,0,0,6794
2017,GSB,52.513,33.891,0,.156,7372
2018,GSB,34.492,34.416,0,.132,7372
2019,GSB,34.559,40.343,0,.141,7372
2017,MGHL,.018,0,0,0,6211
2018,MGHL,.137,0,0,0,6211
2019,MGHL,8.137,9.244999999999999,0,0,6211
2020,MGHL,5.604,4.436,0,.018,6211
2021,MGHL,4.324,2.974,0,-.01,6211
2017,BVPIF,131.665,4.662,0,0,6199
2017,TNP,3373.636,529.182,0,0,4412
2018,TNP,3205.058,529.879,0,0,4412
2019,TNP,3154.103,597.452,0,0,4412
2020,TNP,3112.275,644.135,0,0,4412
2021,TNP,2894.814,546.12,0,0,4412
2017,RQI,,,0,0,6726
2018,RQI,,,0,0,6726
2019,RQI,,,0,0,6726
2020,RQI,,,0,0,6726
2021,RQI,,,0,0,6726
2017,DSOX,.007,.009,0,0,3590
2018,DSOX,.015,0,0,0,3590
2019,DSOX,.014,0,0,0,3590
2017,VLCJF.1,1.63,0,0,0,1000
2017,FLYLF,7.149,14.019,6.24,0,7373
2018,FLYLF,9.097,13.591,7.731,0,7373
2019,FLYLF,14.736,21.171,11.249,0,7373
2020,FLYLF,13.736,13.653,10.303,0,7373
2021,FLYLF,13.25,11.319,8.935,0,7373
2017,NFLX,19012.742,11692.713,0,20.2,7841
2018,NFLX,25974.4,15794.341,0,59.389,7841
2019,NFLX,33975.712,20156.447,0,136.703,7841
2020,NFLX,39280.359,24996.056,0,147.06,7841
2021,NFLX,44584.663,29697.844,0,196.133,7841
2017,0218B,14609.822,3879.753,781.824,-22.88,4400
2018,0218B,13283.314,3522.668,726.003,79.779,4400
2019,0218B,13891.83,3791.387,748.772,-6.637,4400
2020,0218B,14353.61,3820.511,842.502,1.766,4400
2021,0218B,14721.287,4059.336,793.862,-11.391,4400
2017,RGC.1,2842.9,3163,0,3.8,7830
2017,DDE,161.805,176.924,0,.8149999999999999,7990
2018,DDE,160.715,179.931,0,.58,7990
2017,ORBN,204.891,38.691,20.935,.275,6020
2017,ORBN,204.891,38.691,20.935,.275,6020
2018,ORBN,241.577,44.75,23.631,.289,6020
2018,ORBN,241.577,44.75,23.631,.289,6020
2019,ORBN,269.482,57.959,29.665,.395,6020
2019,ORBN,269.482,57.959,29.665,.395,6020
2020,ORBN,395.889,103.294,50.207,.5629999999999999,6020
2020,ORBN,395.889,103.294,50.207,.5629999999999999,6020
2021,ORBN,411.661,91.468,48.693,.6,6020
2021,ORBN,411.661,91.468,48.693,.6,6020
2017,CVGW,364.117,1075.565,0,1.2,5140
2018,CVGW,367.736,1088.758,0,0,5140
2019,CVGW,390.36,1195.777,0,0,5140
2020,CVGW,429.624,1059.371,0,0,5140
2021,CVGW,445.402,1055.83,0,0,5140
2017,SVBI,804.787,37.462,14.734,.139,6035
2017,SVBI,804.787,37.462,14.734,.139,6035
2018,SVBI,974.2329999999999,46.44,17.819,.214,6035
2018,SVBI,974.2329999999999,46.44,17.819,.214,6035
2019,SVBI,826.919,50.074,19.738,.285,6035
2019,SVBI,826.919,50.074,19.738,.285,6035
2020,SVBI,952.553,49.725,23.183,.33,6035
2020,SVBI,952.553,49.725,23.183,.33,6035
2017,NVG,,,0,0,6726
2018,NVG,,,0,0,6726
2019,NVG,,,0,0,6726
2020,NVG,,,0,0,6726
2021,NVG,,,0,0,6726
2017,WEA,,,0,0,6726
2018,WEA,,,0,0,6726
2019,WEA,,,0,0,6726
2020,WEA,,,0,0,6726
2021,WEA,,,0,0,6726
2017,CPSI,318.216,276.927,0,2.6,7373
2018,CPSI,327.746,280.411,0,2.6,7373
2019,CPSI,339.589,274.634,0,2.9,7373
2020,CPSI,326.272,264.488,0,3.2,7373
2021,CPSI,383.35,280.629,0,3.2,7373
2017,OSTK,433.815,1744.756,0,4.1,5961
2018,OSTK,461.219,1821.592,0,5.5,5961
2019,OSTK,417.727,1459.418,0,5.8,5961
2020,OSTK,830.2140000000001,2549.783,0,6.1,5961
2021,OSTK,1065.966,2756.446,0,5.2,5961
2017,ACM,14396.956,18203.402,0,79.40000000000001,8711
2018,ACM,14681.131,20155.512,0,78.7,8711
2019,ACM,14461.591,20173.329,0,81.7,8711
2020,ACM,12998.951,13239.976,0,38,8711
2021,ACM,11733.954,13340.852,0,30,8711
2017,ECPN,1.214,0,0,0,1040
2017,RIOT,52.336,.27,0,0,7372
2018,RIOT,13.86,7.845,0,0,7372
2019,RIOT,30.38,6.837,0,0,7372
2020,RIOT,280.147,12.081,0,0,7372
2021,RIOT,1530.939,213.243,0,0,7372
2017,BDSI,88.101,61.985,0,.5,2834
2018,BDSI,108.533,55.64,0,.8,2834
2019,BDSI,182.905,111.389,0,1,2834
2020,BDSI,239.894,156.471,0,1.1,2834
2021,BDSI,324.596,166.703,0,1.1,2834
2017,GLDD,832.357,702.503,0,11.875,1600
2018,GLDD,730.271,620.795,0,9.266999999999999,1600
2019,GLDD,897.552,711.518,0,9.685,1600
2020,GLDD,958.024,733.601,0,10.486,1600
2021,GLDD,997.67,726.149,0,9.291,1600
2017,CPHI,59.953,13.212,0,.244,2834
2018,CPHI,45.377,12.331,0,0,2834
2019,CPHI,22.235,10.924,0,0,2834
2020,CPHI,21.118,10.866,0,0,2834
2021,CPHI,22.65,9.641999999999999,0,0,2834
2017,HUN1,10585,8358,0,86,2800
2018,HUN1,8335,9379,0,70,2800
2019,HUN1,8723,6797,0,60,2800
2020,HUN1,8756,6018,0,39,2800
2021,HUN1,9631,8453,0,51,2800
2017,ITWG,345.581,559.84,0,1.412,3357
2017,0270B,9508.9,13740.362,0,78.40000000000001,2000
2018,0270B,9124.376,14936.208,0,91.188,2000
2019,0270B,8899.304,13887.722,0,76.179,2000
2020,0270B,9186.036,13948.939,0,0,2000
2021,0270B,9560.022000000001,15916.427,0,0,2000
2017,TDG,9975.661,3504.286,0,16.7,3728
2018,TDG,12197.467,3811.126,0,16.3,3728
2019,TDG,16254.731,5223.203,0,28.81,3728
2020,TDG,18395,5103,0,28.3,3728
2021,TDG,19315,4798,0,21.3,3728
2017,TA,1617.854,6051.593,0,0,5500
2018,TA,1442.108,6231.437,0,0,5500
2019,TA,3230.895,6117.359,0,0,5500
2020,TA,3443.86,4846.037,0,0,5500
2021,TA,3508.501,7336.844,0,0,5500
2017,FORM,646.574,548.441,0,1.9,3825
2018,FORM,728.222,529.675,0,2,3825
2019,FORM,839.8819999999999,589.4640000000001,0,2.1,3825
2020,FORM,963.217,693.616,0,2.2,3825
2021,FORM,1020.52,769.674,0,2.7,3825
2017,KIRK,299.197,634.117,116.895,.626,5990
2018,KIRK,277.148,647.071,116.272,.904,5990
2019,KIRK,422.442,603.88,116.895,.989,5990
2020,KIRK,387.112,543.496,85.569,.86,5990
2021,KIRK,331.189,558.18,84.931,1.1,5990
2017,INPX,27.691,45.134,0,0,7372
2018,INPX,12.178,3.756,0,0,7372
2019,INPX,21.219,6.301,0,0,7372
2020,INPX,59.011,9.297000000000001,0,0,7372
2021,INPX,156.673,15.995,0,0,7372
2017,BHV,,,0,0,6726
2018,BHV,,,0,0,6726
2019,BHV,,,0,0,6726
2020,BHV,,,0,0,6726
2021,BHV,,,0,0,6726
2017,BLJ,,,0,0,6726
2017,BBK,,,0,0,6726
2018,BBK,,,0,0,6726
2019,BBK,,,0,0,6726
2020,BBK,,,0,0,6726
2017,BZM,,,0,0,6726
2018,BZM,,,0,0,6726
2019,BZM,,,0,0,6726
2020,BZM,,,0,0,6726
2017,BQH,,,0,0,6726
2018,BQH,,,0,0,6726
2019,BQH,,,0,0,6726
2020,BQH,,,0,0,6726
2017,PHT,,,0,0,6726
2018,PHT,,,0,0,6726
2019,PHT,,,0,0,6726
2020,PHT,,,0,0,6726
2021,PHT,,,0,0,6726
2017,SAFT,1807.279,836.015,0,3.164,6331
2017,SAFT,1807.279,841.799,0,3.164,6331
2018,SAFT,1856.24,828.4,0,3.302,6331
2018,SAFT,1856.24,839.441,0,3.302,6331
2019,SAFT,2022.669,874.264,0,3.365,6331
2019,SAFT,2022.669,880.832,0,3.365,6331
2020,SAFT,2054.273,837.9690000000001,0,3.388,6331
2020,SAFT,2054.273,849.379,0,3.388,6331
2021,SAFT,2117.391,860.187,0,3.433,6331
2021,SAFT,2117.391,888.274,0,3.433,6331
2017,RRGB,910.615,1380.929,475.432,.7,5812
2018,RRGB,843.941,1338.563,456.262,.9,5812
2019,RRGB,1237.58,1315.014,456.778,3,5812
2020,RRGB,974.739,868.715,332.826,2.5,5812
2021,RRGB,928.998,1162.078,409.901,2.8,5812
2017,NNDIF,549.623,847.6,57.939,13.45,3330
2018,NNDIF,599.272,1270.789,68.834,5.399,3330
2019,NNDIF,567.817,969.479,66.015,4.418,3330
2020,NNDIF,472.741,666.505,52.746,2.965,3330
2021,NNDIF,564.543,837.187,58.344,5.437,3330
2017,LONCF,27.918,0,0,0,1040
2018,LONCF,29.066,0,0,0,1040
2019,LONCF,29.675,0,0,0,1040
2020,LONCF,32.671,0,0,0,1040
2021,LONCF,40.326,0,0,0,1040
2017,CNND,2661.716,137.531,46.651,3.674,6020
2017,CNND,2661.716,137.531,46.651,3.674,6020
2018,CNND,2862.493,156.037,55.008,3.952,6020
2018,CNND,2862.493,156.037,55.008,3.952,6020
2019,CNND,3015.665,173.725,55.543,4.201,6020
2019,CNND,3015.665,173.725,55.543,4.201,6020
2020,CNND,3635.357,176.896,57.034,4.5,6020
2020,CNND,3635.357,176.896,57.034,4.5,6020
2021,CNND,4160.371,195.27,69.94499999999999,4.8,6020
2021,CNND,4160.371,195.27,69.94499999999999,4.8,6020
2017,BRLGF,354.365,82.905,21.327,0,6162
2018,BRLGF,346.621,133.541,27.975,0,6162
2019,BRLGF,321.82,90.322,20.304,0,6162
2020,BRLGF,260.194,52.413,12.557,0,6162
2021,BRLGF,253.925,78.816,16.689,0,6162
2017,CBAT,153.131,58.375,0,0,3690
2018,CBAT,127.584,24.433,0,0,3690
2019,CBAT,95.584,22.194,0,0,3690
2020,CBAT,142.767,37.566,0,0,3690
2021,CBAT,262.618,52.67,0,0,3690
2017,FPNUF,7.146,0,0,0,2711
2018,FPNUF,5.23,0,0,0,2711
2019,FPNUF,5.727,0,0,0,2711
2020,FPNUF,8.182,0,0,0,2711
2021,FPNUF,8.785,0,0,0,2711
2017,NNP.,4.101,0,0,0,6552
2018,NNP.,3.018,0,0,0,6552
2017,KRIUF,230.671,24.294,0,0,5812
2018,KRIUF,239.837,25.359,0,0,5812
2019,KRIUF,245.041,25.388,0,0,5812
2020,KRIUF,251.255,13.885,0,0,5812
2021,KRIUF,254.341,17.174,0,0,5812
2017,NPO,1886.1,1309.6,0,16,3050
2018,NPO,1715.8,1532,0,30,3050
2019,NPO,2035.1,1205.7,0,19.4,3050
2020,NPO,2083.6,1074,0,10.9,3050
2021,NPO,2969.8,1141.8,0,3.6,3050
2017,Q1,20869,8550,0,86,4813
2018,Q1,20583,8493,0,91,4813
2019,Q1,20999,8157,0,86,4813
2020,Q1,18659,7313,0,75,4813
2021,Q1,18370,6951,0,67,4813
2017,CME,75791.2,3644.7,562.5,29.1,6200
2017,CME,75791.2,3973.7,0,29.1,6200
2018,CME,77475.7,4309.4,672.2,24,6200
2018,CME,77475.7,4637.3,672.2,24,6200
2019,CME,75215.3,4868,898.7,39.9,6200
2019,CME,75215.3,5147.8,898.7,39.9,6200
2020,CME,124659.6,4883.6,856.5,49.9,6200
2020,CME,124659.6,5134.5,856.5,49.9,6200
2021,CME,196780.3,4689.7,837,46,6200
2021,CME,196780.3,5135.1,837,46,6200
2017,WHG,192.659,132.233,64.955,3.215,6282
2017,WHG,192.659,133.785,64.955,3.215,6282
2018,WHG,190.485,121.304,59.959,2.53,6282
2018,WHG,190.485,122.3,59.959,2.53,6282
2019,WHG,178.707,83.28,50.152,1.628,6282
2019,WHG,178.707,88.837,50.152,1.628,6282
2020,WHG,149.152,64.765,42.141,1.177,6282
2020,WHG,149.152,65.139,42.141,1.177,6282
2021,WHG,139.605,73.393,42.532,1.269,6282
2021,WHG,139.605,81.098,42.532,1.269,6282
2017,NXST,7481.647,2431.966,0,-9.637,4833
2018,NXST,7062.03,2766.696,0,-3.069,4833
2019,NXST,13989.737,3039.324,0,-4.037,4833
2020,NXST,13404.276,4501.269,0,-30.958,4833
2021,NXST,13264.462,4648.371,0,-64.518,4833
2017,CHI,,,0,0,6726
2018,CHI,,,0,0,6726
2019,CHI,,,0,0,6726
2020,CHI,,,0,0,6726
2021,CHI,,,0,0,6726
2017,PCK,,,0,0,6726
2018,PCK,,,0,0,6726
2019,PCK,,,0,0,6726
2020,PCK,,,0,0,6726
2021,PCK,,,0,0,6726
2017,PML,,,0,0,6726
2018,PML,,,0,0,6726
2020,PML,,,0,0,6726
2021,PML,,,0,0,6726
2017,PNI,,,0,0,6726
2018,PNI,,,0,0,6726
2020,PNI,,,0,0,6726
2021,PNI,,,0,0,6726
2017,WYNN,12681.739,6306.368,0,33.4,7990
2018,WYNN,13216.269,6706.96,0,34.9,7990
2019,WYNN,13871.281,6611.099,0,36.6,7990
2020,WYNN,13869.547,2095.861,0,26.5,7990
2021,WYNN,12530.826,3763.664,0,35,7990
2017,NDAQ,15786,3965,675,0,6200
2017,NDAQ,15786,3991,675,0,6200
2018,NDAQ,15700,4277,712,0,6200
2018,NDAQ,15700,4312,712,0,6200
2019,NDAQ,13924,4262,707,0,6200
2019,NDAQ,13924,4361,707,0,6200
2020,NDAQ,17979,5627,786,0,6200
2020,NDAQ,17979,5706,786,0,6200
2021,NDAQ,20115,5886,938,0,6200
2021,NDAQ,20115,6020,938,0,6200
2017,SITOQ,27.385,42.99,0,0,7372
2018,SITOQ,22.564,39.746,0,0,7372
2017,FTFT,190.68,10.463,0,0,7370
2018,FTFT,62.947,.889,0,0,7370
2019,FTFT,115.981,.955,0,0,7370
2020,FTFT,15.932,.371,0,0,7370
2021,FTFT,91.657,25.051,0,0,7370
2017,BPZZF,434.939,44.684,0,0,6794
2018,BPZZF,403.686,45.611,0,0,6794
2019,BPZZF,396.426,45.395,0,0,6794
2020,BPZZF,390.804,32.642,0,0,6794
2021,BPZZF,411.313,35.154,0,0,6794
2017,MMTMF,249.802,15.719,1.483,0,1040
2018,MMTMF,254.285,19.25,2.874,0,1040
2019,MMTMF,251.278,20.993,1.138,0,1040
2020,MMTMF,247.579,29.971,1.083,0,1040
2021,MMTMF,141.776,23.236,.773,0,1040
2017,UEXCF,15.869,0,0,0,1090
2018,UEXCF,21.931,0,0,0,1090
2019,UEXCF,15.296,0,0,0,1090
2020,UEXCF,19.085,0,0,0,1090
2021,UEXCF,39.3,.021,0,0,1090
2017,CHPGF,94.28100000000001,0,0,0,1040
2018,CHPGF,91.51600000000001,0,0,0,1040
2019,CHPGF,105.062,0,0,0,1040
2020,CHPGF,128.325,0,0,0,1040
2021,CHPGF,172.911,0,0,0,1040
2017,BANC,10327.852,433.86,129.153,3.1,6020
2017,BANC,10327.852,433.86,129.153,3.1,6020
2018,BANC,10630.067,446.711,109.974,2.1,6020
2018,BANC,10630.067,446.711,109.974,2.1,6020
2019,BANC,7828.41,403.227,105.915,2.1,6020
2019,BANC,7828.41,403.227,105.915,2.1,6020
2020,BANC,7877.334,309.125,96.809,2.1,6020
2020,BANC,7877.334,309.125,96.809,2.1,6020
2021,BANC,9393.743,309.748,103.358,2.3,6020
2021,BANC,9393.743,309.748,103.358,2.3,6020
2017,SWSSF,72.848,83.755,7.865,.68,2090
2018,SWSSF,86.881,89.93899999999999,9.483000000000001,.701,2090
2019,SWSSF,136.881,97.23,11.438,.8129999999999999,2090
2020,SWSSF,139.233,97.571,11.507,1.001,2090
2021,SWSSF,168.245,125.076,13.327,1,2090
2017,CAAS,717.369,499.063,11.815,0,3714
2018,CAAS,690.499,496.158,11.389,0,3714
2019,CAAS,659.9640000000001,431.427,11.679,0,3714
2020,CAAS,707.5599999999999,417.636,11.282,0,3714
2021,CAAS,716.7619999999999,497.993,12.973,0,3714
2017,BLE,,,0,0,6726
2018,BLE,,,0,0,6726
2019,BLE,,,0,0,6726
2020,BLE,,,0,0,6726
2021,BLE,,,0,0,6726
2017,BFY,,,0,0,6726
2018,BFY,,,0,0,6726
2019,BFY,,,0,0,6726
2020,BFY,,,0,0,6726
2017,LQD,,,0,0,6722
2018,LQD,,,0,0,6722
2019,LQD,,,0,0,6722
2020,LQD,,,0,0,6722
2021,LQD,,,0,0,6722
2017,TLT,,,0,0,6722
2018,TLT,,,0,0,6722
2019,TLT,,,0,0,6722
2020,TLT,,,0,0,6722
2021,TLT,,,0,0,6722
2017,TZOO,45.672,106.524,0,2,7370
2018,TZOO,43.424,111.322,0,2,7370
2019,TZOO,54.538,111.412,0,2.1,7370
2020,TZOO,102.4,53.601,0,.986,7370
2021,TZOO,99.727,62.712,0,.766,7370
2017,IEF,,,0,0,6722
2018,IEF,,,0,0,6722
2019,IEF,,,0,0,6722
2020,IEF,,,0,0,6722
2021,IEF,,,0,0,6722
2017,CIT,49278.7,3250.3,566.3,21.5,6020
2017,CIT,49278.7,3242.1,566.3,21.5,6020
2018,CIT,48537.4,3258.7,558.4,16.3,6020
2018,CIT,48537.4,3258.7,558.4,16.3,6020
2019,CIT,50832.8,3289.7,566.8,21.6,6020
2019,CIT,50832.8,3289.7,566.8,21.6,6020
2020,CIT,58106.6,3150.4,649.4,12.1,6020
2020,CIT,58106.6,3150.4,649.4,12.1,6020
2017,CSEAF,770.88,621.0309999999999,151.819,0,2092
2018,CSEAF,727.423,592.246,147.394,0,2092
2019,CSEAF,717.499,616.244,137.025,0,2092
2017,KOOYF,76.61199999999999,0,0,0,1040
2018,KOOYF,76.46899999999999,0,0,0,1040
2019,KOOYF,87.14400000000001,0,0,0,1040
2020,KOOYF,94.40300000000001,0,0,0,1040
2021,KOOYF,88.749,0,0,0,1040
2017,INITF,,,0,0,6722
2018,INITF,,,0,0,6722
2019,INITF,,,0,0,6722
2020,INITF,,,0,0,6722
2021,INITF,,,0,0,6722
2017,ISARF,,,0,0,6722
2018,ISARF,,,0,0,6722
2019,ISARF,,,0,0,6722
2020,ISARF,,,0,0,6722
2021,ISARF,,,0,0,6722
2017,SHY,,,0,0,6722
2018,SHY,,,0,0,6722
2019,SHY,,,0,0,6722
2020,SHY,,,0,0,6722
2021,SHY,,,0,0,6722
2017,HNNA,97.92700000000001,52.955,12.862,0,6282
2018,HNNA,109.48,54.59,13.035,.18,6282
2019,HNNA,110.208,42.715,10.933,.19,6282
2020,HNNA,94.786,33.389,8.82,.19,6282
2021,HNNA,101.905,32.76,9.077999999999999,.2,6282
2017,CJCFF,4.72,0,.158,0,1040
2018,CJCFF,13.921,0,.414,0,1040
2019,CJCFF,7.716,0,.729,0,1040
2020,CJCFF,3.309,0,1.266,0,1040
2021,CJCFF,3.51,0,1.293,0,1040
2017,DKS,4203.939,8590.472,0,10.4,5940
2018,DKS,4187.149,8436.57,0,11.9,5940
2019,DKS,6628.56,8750.743,0,13.2,5940
2020,DKS,7752.859,9584.019,0,22.9,5940
2021,DKS,9041.675999999999,12293.368,0,30.3,5940
2017,HPI,,,0,0,6726
2018,HPI,,,0,0,6726
2019,HPI,,,0,0,6726
2020,HPI,,,0,0,6726
2021,HPI,,,0,0,6726
2017,ICTV,13.77,31.458,0,0,5961
2017,MMLP,1253.498,946.116,0,0,5172
2018,MMLP,1033.398,972.655,0,0,5172
2019,MMLP,667.1559999999999,847.1180000000001,0,0,5172
2020,MMLP,579.638,672.1420000000001,0,0,5172
2021,MMLP,579.861,882.431,0,0,5172
2017,GALT,4.161,0,0,0,2834
2018,GALT,9.006,0,0,0,2834
2019,GALT,48.467,0,0,0,2834
2020,GALT,29.6,0,0,0,2834
2021,GALT,41.827,0,0,0,2834
2017,EIM,,,0,0,6726
2018,EIM,,,0,0,6726
2019,EIM,,,0,0,6726
2020,EIM,,,0,0,6726
2021,EIM,,,0,0,6726
2017,ENX,,,0,0,6726
2018,ENX,,,0,0,6726
2019,ENX,,,0,0,6726
2020,ENX,,,0,0,6726
2021,ENX,,,0,0,6726
2017,EVM,,,0,0,6726
2018,EVM,,,0,0,6726
2019,EVM,,,0,0,6726
2020,EVM,,,0,0,6726
2021,EVM,,,0,0,6726
2017,SVA,299.219,174.346,0,0,2836
2018,SVA,369.78,229.65,0,0,2836
2019,SVA,452.299,246.053,0,0,2836
2020,SVA,1901.326,510.624,0,0,2836
2021,SVA,16748.174,19374.904,0,0,2836
2017,HOSSQ,2768.878,191.412,0,0,4400
2018,HOSSQ,2764.637,212.404,0,0,4400
2019,HOSSQ,2668.887,225.662,0,0,4400
2017,ENLK,9414,5739.6,0,7.6,4923
2018,ENLK,9571.299999999999,7653.5,0,8.300000000000001,4923
2017,CRI,2067.999,3443.591,0,14.726,2300
2018,CRI,2058.858,3501.199,0,8.162000000000001,2300
2019,CRI,2753.117,3553.923,0,8.714,2300
2020,CRI,3392.58,3050.61,0,7.364,2300
2021,CRI,3201.797,3515.121,0,15.069,2300
2017,PFS,9845.273999999999,379.543,109.353,.578,6036
2017,PFS,9845.273999999999,379.543,109.353,.578,6036
2018,PFS,9725.769,418.505,111.496,.175,6036
2018,PFS,9725.769,418.505,111.496,.175,6036
2019,PFS,9808.578,435.264,116.849,.717,6036
2019,PFS,9808.578,435.264,116.849,.717,6036
2020,PFS,12919.741,435.74,130.868,-.173,6036
2020,PFS,12919.741,435.74,130.868,-.173,6036
2021,PFS,13781.202,489.148,143.366,-.6909999999999999,6036
2021,PFS,13781.202,489.148,143.366,-.6909999999999999,6036
2017,TCBI,25075.645,953.555,264.231,8.4,6020
2017,TCBI,25075.645,953.555,264.231,8.4,6020
2018,TCBI,28257.767,1242.217,291.768,9.6,6020
2018,TCBI,28257.767,1242.217,291.768,9.6,6020
2019,TCBI,32548.069,1442.752,315.08,9.5,6020
2019,TCBI,32548.069,1442.752,315.08,9.5,6020
2020,TCBI,37726.096,1242.428,340.529,10.3,6020
2020,TCBI,37726.096,1242.428,340.529,10.3,6020
2021,TCBI,34731.738,1014.815,350.93,10.2,6020
2021,TCBI,34731.738,1014.815,350.93,10.2,6020
2017,PRAA,3697.764,813.574,0,5.2,6153
2018,PRAA,3909.559,874.831,0,6.3,6153
2019,PRAA,4423.891,993.056,0,5.9,6153
2020,PRAA,4453.061,1065.414,0,6.4,6153
2021,PRAA,4366.243,1095.732,0,6.5,6153
2017,SAIA,967.647,1378.51,766.79,8.300000000000001,4213
2018,SAIA,1133.743,1653.849,872.722,9.9,4213
2019,SAIA,1415.693,1786.735,947.9109999999999,10.8,4213
2020,SAIA,1548.774,1822.366,963.26,8,4213
2021,SAIA,1845.25,2288.704,1063.703,12.4,4213
2017,NGS,298.31,67.693,0,.301,7359
2018,NGS,305.401,65.47799999999999,0,.355,7359
2019,NGS,286.577,78.444,0,.393,7359
2020,NGS,306.801,68.05500000000001,0,0,7359
2021,NGS,298.506,72.42,0,0,7359
2017,ABAKF,,,0,0,6726
2018,ABAKF,,,0,0,6726
2019,ABAKF,,,0,0,6726
2020,ABAKF,,,0,0,6726
2021,ABAKF,,,0,0,6726
2017,JPS,,,0,0,6726
2018,JPS,,,0,0,6726
2019,JPS,,,0,0,6726
2020,JPS,,,0,0,6726
2021,JPS,,,0,0,6726
2017,XEC,5042.639,1918.249,0,10.4,1311
2018,XEC,6062.084,2339.017,0,13.1,1311
2019,XEC,7140.029,2362.969,0,8.699999999999999,1311
2020,XEC,4621.989,1558.595,0,8.199999999999999,1311
2017,NBW,,,0,0,6726
2018,NBW,,,0,0,6726
2019,NBW,,,0,0,6726
2020,NBW,,,0,0,6726
2021,NBW,,,0,0,6726
2017,NBO,,,0,0,6726
2018,NBO,,,0,0,6726
2019,NBO,,,0,0,6726
2020,NBO,,,0,0,6726
2021,NBO,,,0,0,6726
2017,NBH,,,0,0,6726
2018,NBH,,,0,0,6726
2019,NBH,,,0,0,6726
2020,NBH,,,0,0,6726
2021,NBH,,,0,0,6726
2017,NKG,,,0,0,6726
2018,NKG,,,0,0,6726
2019,NKG,,,0,0,6726
2020,NKG,,,0,0,6726
2021,NKG,,,0,0,6726
2017,POROF,80.447,0,.954,0,1000
2018,POROF,79.83,0,.957,0,1000
2019,POROF,76.532,0,.96,0,1000
2020,POROF,77.89100000000001,0,.652,0,1000
2021,POROF,71.152,0,1.04,0,1000
2017,OTRK,6.604,7.717,0,0,8060
2018,OTRK,6.323,15.177,0,0,8060
2019,OTRK,23.855,35.095,0,0,8060
2020,OTRK,144.701,82.837,0,0,8060
2021,OTRK,93.682,84.133,0,0,8060
2017,TFII,3727.628,4741.019,0,12.766,4213
2018,TFII,4049.96,5123.208,0,12.788,4213
2019,TFII,4557.255,5178.864,0,9.599,4213
2020,TFII,4987.432,4899.03,1150.778,13.95,4213
2021,TFII,5753.123,7220.429,1974.081,66.66500000000001,4213
2017,BFC,1753.404,63.288,16.595,.842,6020
2017,BFC,1753.404,63.288,16.595,.842,6020
2018,BFC,1793.165,89.444,21.5,1.061,6020
2018,BFC,1793.165,89.444,21.5,1.061,6020
2019,BFC,2210.168,101.797,22.903,.957,6020
2019,BFC,2210.168,101.797,22.903,.957,6020
2020,BFC,2718.016,124.22,27.273,1.272,6020
2020,BFC,2718.016,124.22,27.273,1.272,6020
2021,BFC,2937.552,121.904,28.515,1.169,6020
2021,BFC,2937.552,121.904,28.515,1.169,6020
2017,NRP,1389.164,333.704,0,0,6795
2018,NRP,1341.647,202.765,0,0,6795
2019,NRP,1085.907,210.348,0,0,6795
2020,NRP,921.877,129.011,0,0,6795
2021,NRP,953.823,194.248,0,0,6795
2017,EEQ,1,0,0,0,4610
2017,SUWN,33.211,22.04,0,0,2090
2018,SUWN,35.487,20.851,0,0,2090
2019,SUWN,29.355,26.091,0,0,2090
2020,SUWN,32.069,25.379,0,0,2090
2021,SUWN,25.492,35.261,0,0,2090
2017,STX,9268,10771,0,18,3572
2018,STX,9410,11184,0,16,3572
2019,STX,8885,10390,0,16,3572
2020,STX,8930,10509,0,15,3572
2021,STX,8675,10681,0,15,3572
2017,SPEU,,,0,0,6726
2018,SPEU,,,0,0,6726
2019,SPEU,,,0,0,6726
2020,SPEU,,,0,0,6726
2021,SPEU,,,0,0,6726
2017,FEZ,,,0,0,6726
2018,FEZ,,,0,0,6726
2019,FEZ,,,0,0,6726
2020,FEZ,,,0,0,6726
2021,FEZ,,,0,0,6726
2017,IUSPF,,,0,0,6722
2018,IUSPF,,,0,0,6722
2019,IUSPF,,,0,0,6722
2020,IUSPF,,,0,0,6722
2021,IUSPF,,,0,0,6722
2017,MAAL,26.142,31.229,3.332,.063,6411
2018,MAAL,27.349,35.182,3.507,.061,6411
2019,MAAL,27.325,36.134,2.891,.069,6411
